,ID,Text,topic
214,CRME006SRC002,"Dhanush reaches Madras High Court to verify his birthmarks in connection with the paternity claim (See Pic) Justice G Chockalingam asked Dhanush to be available personally to verify the claims made by the couple By Prachi Kulkarni | Published: February 28, 2017 1:17 PM IST Comments Dhanush 
An elderly couple claimed to be the the parents of popular South Indian actor Dhanush and hence the The Madurai bench of the Madras High Court ordered him to get verified the identification marks on his body as claimed by the elderly couple. Dhanush as told, today went to the Madurai bench of Madras High Court to verify his birthmark. It happened so, after Dhanush requested the Madurai Court to dismiss the judicial magistrate court in Melur, saying that the couple, R Kathiresan and K Meenakshi, did not have any proper evidence supporting their claim. But soon during the hearing on Friday, Justice G Chockalingam asked Dhanush to be available personally to verify the claims made by the couple. 
The couple had claimed that Dhanush has the birthmarks which include a mole on his right collarbone and a scar on the right forearm. However Dhanushâs lawyer had informed the judge that he would not be available in person because of his prior shooting commitments abroad. The court then asked to provide with proper affidavits and visas to prove the same. 
However the couple disapproved of this option. According to the reports in The Hindu, the couple said, â Simply filing an affidavit will not prove that the petitioner does not have such identification marksâ¦ No expert had verified those marks. There is also every possibility of disfiguration of the marks since they have now come to his knowledge.â 
Now to put rest to all these claims of the couple to rest Dhanush finally has appeared into the court! Now only time will tell the rest of the fate of the case! It can be noted that the couple who claim to be the real parents of the actor demand that they are entitled to a monthly maintenance amount of Rs 65,000 from Dhanush.
",CRIME
215,CRME006SRC003,"New Delhi, Feb 28 (ANI): Film actor Dhanush on Tuesday appeared before Madurai bench of the Madras High Court in connection with a bizarre controversy where an aged couple claims to be actor's real parents. Dhanush arrived after he was summoned by the Court to verify certain birthmarks. The Court ordered a gove ment doctor to probe the birthmarks on the actor's body and adjou ed the case till March 2. Â»",CRIME
216,CRME007SRC001,"THE FAMILY OF an Indian schoolgirl who died after observing a two-month fast has been charged with homicide amid allegations that she was coerced to undertake a controversial religious ritual Indian police have said.

13-year-old Aradhana Samdariya collapsed and fell into a coma two days after finishing a 68-day fast and later died of an apparent cardiac arrest in southern city Hyderabad on 4 October.

Investigating officer M Mattaiah told AFP that the girlâs parents and other family members were charged with culpable homicide not amounting to murder over complaints by advocacy groups that she was coerced to fast in accordance with a Jain ritual.

âAs of now nothing is clear,â Mattaiah said. âThe body was cremated and our investigation will rely on the doctorâs report.â

Jainism is an ancient, nonviolent religion with more than four million followers, mostly from affluent trading communities, living in India.

According to her family, Samdariya had pledged to observe the 68-day long penance known as âChaturmasâ and over the marathon fasting period was only allowed to drink boiled water twice a day.

Massive celebrations were held after Samdariya completed the fast, with hundreds of community members and politicians attending the event, and taking selfies with her.

Her funeral was later attended by more than 600 people, where she was hailed as a âchild saintâ, with many celebrating her death.

Media reports said the family was advised by a priest to ask the girl to fast to bring prosperity to their business, which had recently slowed down.

Her grandfather, Manekchand Samdariya, refuted the allegations, saying they were traumatised over her death and she was fasting out of her own free will.

âIt was about her faith. No one forced her to fast. She fasted for 34 days in 2015 and eight days in 2014,â Samdariya told AFP.

People came to show sympathy with the family after she died. There was no religion involved. She was quite devoted and we are not superstitious.

Fasting rituals are mostly undertaken by the elderly in Jainism, with a western Indian court last year banning âSantharaâ â the voluntary custom of fasting until death.

But the order was overturned by Indiaâs apex court saying the ritual was a component of non-violence.",CRIME
217,CRME007SRC002,"NEW DELHI: The family of an Indian schoolgirl who died after observing a two-month fast has been charged with homicide amid allegations that she was coerced to undertake a controversial religious ritual, police said Sunday.

Aradhana Samdariya, 13, collapsed and fell into a coma two days after finishing a 68-day fast and later before died of an apparent cardiac attack in southern Hyderabad city on Oct. 4.

M. Mattaiah, the investigating officer told AFP, the girlâs parents and other family members were charged with culpable homicide not amounting to murder over complaints by advocacy groups that she was coerced to fast in accordance with a Jain ritual.

âAs of now nothing is clear,â Mattaiah said. âThe body was cremated and our investigation will rely on the doctorâs report. We will question the family before moving ahead.â

Jainism is an ancient, nonviolent religion with more than four million followers, mostly from affluent trading communities, living in India.

According to her family, Samdariya had pledged to observe the 68-day long penance known as âChaturmasâ and over the marathon fasting period was only allowed to drink boiled water twice a day.

Massive celebrations were held after Samdariya completed the fast, with hundreds of community members and politicians attending the event, and taking selfies with her.

Her funeral was later attended by more than 600 people, where she was hailed as a âchild saint,â with many celebrating her death.

Media reports said the family was advised by a priest to ask the girl to fast to bring prosperity to their business, which had recently slowed down.

Her grandfather, Manekchand Samdariya, refuted the allegations, saying they were traumatized over her death and she was fasting out of her own free will.

âIt was about her faith. No one forced her to fast. She fasted for 34 days in 2015 and eight days in 2014,â Samdariya told AFP.

âPeople came to show sympathy with the family after she died. There was no religion involved. She was quite devoted and we are not superstitious.â

Fasting rituals are mostly undertaken by the elderly in Jainism, with a western Indian court last year banning âSantharaâ â the voluntary custom of fasting until death.

But the order was overturned by Indiaâs apex court saying the ritual was a component of non-violence.",CRIME
218,CRME007SRC003,"NEW DELHI: The family of an Indian schoolgirl who died after observing a two-month fast has been charged with homicide amid allegations that she was coerced to undertake a controversial religious ritual, police said on Sunday.

Aradhana Samdariya, 13, collapsed and fell into a coma two days after finishing a 68-day fast and later before died of an apparent cardiac attack in southern Hyderabad city on October 4.

M Mattaiah, the investigating officer told AFP, the girlÂ´s parents and other family members were charged with culpable homicide not amounting to murder over complaints by advocacy groups that she was coerced to fast in accordance with a Jain ritual.

""As of now nothing is clear,"" Mattaiah said. ""The body was cremated and our investigation will rely on the doctorÂ´s report. We will question the family before moving ahead.""

Jainism is an ancient, nonviolent religion with more than four million followers, mostly from affluent trading communities, living in India.

According to her family, Samdariya had pledged to observe the 68-day long penance known as ""Chaturmas"" and over the marathon fasting period was only allowed to drink boiled water twice a day.

Massive celebrations were held after Samdariya completed the fast, with hundreds of community members and politicians attending the event, and taking selfies with her.

Her funeral was later attended by more than 600 people, where she was hailed as a ""child saint"", with many celebrating her death.

Media reports said the family was advised by a priest to ask the girl to fast to bring prosperity to their business, which had recently slowed down.

Her grandfather, Manekchand Samdariya, refuted the allegations, saying they were traumatised over her death and she was fasting out of her own free will.

""It was about her faith. No one forced her to fast. She fasted for 34 days in 2015 and eight days in 2014,"" Samdariya told AFP.

""People came to show sympathy with the family after she died. There was no religion involved. She was quite devoted and we are not superstitious.""

Fasting rituals are mostly undertaken by the elderly in Jainism, with a western Indian court last year banning ""Santhara"" -- the voluntary custom of fasting until death.

But the order was overturned by IndiaÂ´s apex court saying the ritual was a component of non-violence.

India family hit with homicide charges after fasting death was posted in World of TheNews International - https://www.thenews.com.pk on October 10, 2016 and was last updated on October 10, 2016. This news story is related to Print/156214-India-family-hit-with-homicide-charges-after-fasting-death/ - breaking news, latest news, pakistan ne. Permanent link to the news story ""India family hit with homicide charges after fasting death"" is https://www.thenews.com.pk/print/156214-India-family-hit-with-homicide-charges-after-fasting-death.",CRIME
219,CRME008SRC001,"Four Nigerian students sustained severe injuries after being attacked by a group of residents in Greater Noidaâs Pari Chowk area on Monday. The incident took place around 6 pm, when a group of over 100 locals held a protest at the busy junction demanding that all Africans living in residential colonies in Greater Noida be asked to vacate their rented houses immediately. 
This protest was organised after a Class 12 student in Greater Noidaâs NSG Black Cats Enclave died of a suspected drug overdose on Saturday and five Nigerian students living in the neighbourhood were booked for murder. The students were later released for lack of evidence. When the victim, Manish Khari, went missing on Friday evening, a rumour spread that the teenager had last been seen with a group of Nigerians. A crowd raided the home of these African students and, when they failed to find Khari, accused the Nigerians of having eaten them up. 
The police have registered a case for attempt to murder in Monfayâs violence and have arrested five people. âWe have identified many accused persons through video footage recorded by officers present at the venue,â said SP (Greater Noida-Rural) Sujata Singh. âMore arrests are likely.â 
According to police, the locals had permission to organise a peaceful protest at Pari Chowk on Monday, but the situation suddenly went out of control despite police officials being present. The crowd turned violent when they spotted some Nigerians near the site of the protest and attacked them. 
âThe injured persons were rushed to hospital and their conditions are stable now,â Singh said. 
According to Samuel Abiye Jack, president of the Association of African Students in India, todayâs incident was not an isolated case. Several attacks have taken place in localities close to Pari Chowk since Sunday night, and so far 10 African students, including those injured on Monday, have been targeted, he claimed. 
âThe students attacked today and in the other incidents reported in the past 24 hours were merely passing by when they were spotted by the locals,â he said. âAll cases are of unprovoked attack.â 
However, Sujata Singh of the Noida police denied reports of other complaints. âIf multiple incidents have happened, I urge the concerned victims to come and lodge complaints,â he said. 
Meaningful changes have always been driven by the right, but inconvenient questions. ",CRIME
220,CRME008SRC002," When a Class 12 student went missing from a locality in Greater Noida on March 24, residents of the National Security Guards Black Cat Enclave allegedly barged into a flat of five Nigerian students in search of the missing boy. They first thing they did was to search their refrigerator. What were they looking for? Well, this time it wasn't beef, but human meat as the residents suspected the African students of cannibalism. They were searching for the remains of the deceased, Manish Singh. The next morning, Manish was found lying in a park nearby and later admitted to a private hospital, where he died on (March 25) due to cardiac arrest, caused allegedly due to drug overdose. It also couldn't get more ironical considering the age-old ties between India and Africa based on anti-racism and anti-colonialism, not to forget the growing bilateral relations with Africa.  But following a complaint by the deceased's family members, the Greater Noida police on March 26 booked the Nigerians in connection with the death. Although initial evidence suggested that the teenager overdosed on drugs, the police said they booked the African students on suspicion of drugging the 19-year-old. Following the incident, African students, led by the Association of African Students in India (AASI), staged protests outside the Greater Noida's Kasna police station, saying the five were wrongly framed. The police, on the other hand, assured the protesting students that they will take action only after investigating the matter. ""We have registered an FIR based on the complaints filed by victim's family members. As per our preliminary investigation, we have not found any previous history of victim's drug addiction. We have also not found any direct link between the victim and the accused. We are still investigating the matter,"" said Abhinandan, circle officer, Greater Noida I, was quoted as saying by The Times of India . When the clue to every crime is stored in a refrigerator Just like the scourge of Islamophobia, Afrophobia is another epidemic that has engulfed Indian cities for long. There have been a number of incidents in the recent past to safely conclude that the multi-layered prejudices of Indians against religious, sexual, gender and racial minorities are on full display. For the citizens of ""New India"" it's the ""others"" living amid them who are responsible for any misery that befalls them. Considering the times we are living in, it's actually not strange that Manish's neighbours went and raided the Nigerians' refrigerator as their first reaction.According to The Telegraph report, a resident of the enclave told TV channels yesterday: ""I have known Manish for nine years and he was a good boy studying for his 12th board exams. His mother Mamta told me that he had refused to talk to the Negroes when they waved to him two days before the incident. Recently, two dogs went missing. The Africans may have eaten them up."" ""They accused them of being cannibals. That is the kind of ignorance against black people,"" Samuel Jack, the president of the Association of African Students in India (AASI), was quoted as saying by told The Telegraph . Racial discrimination is just another manifestation of the various forms of violence in India as a result of the deep-entrenched prejudice that runs across caste, region, religion to gender. And just like the commonplace violence against minority groups, including women, sporadic incidents against âvulnerableâ people include frequent attacks on Africans living in India. From racial jokes to comments on their skin colour and being branded as ""drug-traffickers"", Africans living in Indian metro cities are often subjected to the worst forms of violence. Role of the government India, despite being a country with the largest diaspora communities, doesn't seem to be worried much. Because despite repeated attacks on Africans living in India, the official denial in the pastâ that such acts are not racially motivated â only shows the unwillingness to tackle the real problem and accept the fact that even racism exists in India. Following a spate of attacks on African nationals in India, external affairs minister Sushma Swaraj last year had said, the incidents were âcriminal acts and not racial"". âThese were not premeditated acts against a particular community, rather these were spontaneous attacks perpetrated by anti-social and criminal elements,â she had said. The Indian government's ""non-committal"" position was also widely criticised in the backdrop of India-Africa Summit in 2015. It also couldn't get more ironical considering the age-old ties between India and Africa based on anti-racism and anti-colonialism, not to forget the growing bilateral relations with Africa in the fields of trade and technology. Notwithstanding the government's ""unwillingness"" to admit the scourge, there is certainly something more deeper and sinister at the heart of such bias â the great Indian mentality. We perhaps take too much pride in our culture and heritage that blinds us towards the human aspects of living in a society with different kinds of people. Indians perhaps can no longer tolerate the presence of the outsiders who ""invaded"" and ""polluted"" the Indian culture. But then perhaps the ""new India"" is too confident that it doesn't need anyone else, at least not anyone outside what they view as India and Indian-ness. The facade of a tolerant ""new India"" â a ""bhavya"" and ""divya"" Bharat â indeed seems to be crumbling fast. #Afrophobia , #Africans , #Indian ",CRIME
221,CRME008SRC003,"Two days after a 16-year-old boy died of suspected overdose in Sector Pi-II here, three Nigerian nationals were beaten up during a protest organised to demand the arrest of the accused. 
The deceased, Manish Khatri, was a student of Class XII in a private school. According to the police, he had gone missing on Friday evening and was found in an intoxicated state near his residence the next day. 
He was rushed to a hospital, where he died during treatment. His family later lodged a complaint against five Nigerian nationals accusing them of drugging him. 
On Monday, his family and the locals conducted a candlelight march from NSG Society to Pari Chowk here, demanding the arrest of the accused. 
The march, however, turned violet when the protesters spotted three Nigerians and beat them up. They also vandalised some cars and gheraoed the office of the Gautam Budh Nagar SSP. They also raised slogans outside the District Collectorâs office. The protesters then went about the city till the evening, allegedly looking for Nigerians to thrash them. The incident led to major law-and-order problem in the area. The police had to use lathi-charge to dispel the protesters. Senior police officers also reached the spot. 
Traffic hit 
The clash also led to a major traffic jam on the Noida-Greater Noida Expressway. Sources said few more Nigerians were thrashed in a showroom near Pari Chowk and near a CNG station in Beta Two. 
âHeavy police force was deployed in the area. We are trying to bring the situation under control,â said Gautam Budh Nagar SSP Dharmender Yadav. 
The police have also stepped up security outside paying guests and educational institutes attended by Nigerians in the city. Greater Noida SP Sujata Singh said three FIRs had been registered against seven people for rioting. A few of them have been detained, while hunt is on for the others. She added the deceased might have been under depression. 
Reacting to the incident, Union External Affairs Sushma Swaraj tweeted: âI have asked for a report from Government of Uttar Pradesh about the reported attack on African students in Noida [sic].â 
The deceasedâs family members, meanwhile, said they did not know about the identities of the people involved in the clash. âWe did not take law into our hands. We only organised a peacefully candlelight march after obtaining permission from the administration,â said Meghraj, Manishâs cousin.",CRIME
222,CRME009SRC001,"The Central Bureau of Investigation is all set to file a chargesheet against Indrani Mukerjea - prime accused in the murder of her daughter Sheena Bora - along with ex-husband Sanjeev Khanna. A special CBI court in Delhi will frame the charges today and begin trial.In court arguments, CBI, the prosecuting agency in the high-profile case, has said Indrani Mukerjea killed Sheena Bora, her daughter from a previous relationship, with the assistance of Sanjeev Khanna and driver Shyamvar Rai over a property dispute. Also accused in the case is former media baron Peter Mukhejea, who the CBI says was aware of his wife's motive and her crime. Ms Mukerjea's driver had turned approver for the CBI.Defence in its argument, which concluded last week, has said the CBI will not be able to prove any of the allegations against Mr and Mrs Mukerjea.Rahul Mukerjea, Peter Mukerjea's son from an earlier marriage, was in a relationship with Sheena Bora, who was murdered in April 2012. Indrani and Peter Mukerjea were allegedly opposed to the relationship.The sensational murder was exposed last year when Ms Bora's half-burnt remains were found in forests near Mumbai. Ms Mukerjea, her driver, and her first husband Sanjeev Khanna, were arrested. In television interviews, Peter Mukerjea claimed he knew that his wife was upset with Ms Bora but said he did not suspect that she had been killed. Later, he was also arrested.Rahul Mukerjea, who appeared to suspect that his father and step-mother were keeping something from him after Sheena Bora went missing, revealed phone transcripts that emerged earlier this year.18 tapes given by Rahul Mukerjea to the CBI contained several conversations between Indrani, Peter and him. In one call, Rahul Mukerjea, when repeatedly told that Ms Bora was alive and didn't want anyone to know where she was, charged: ""You expect me to buy this?""Rahul had later tweeted saying the charges against his father should be dropped and not framed. ""He clearly wasn't involved,"" Rahul had posted. 
",CRIME
223,CRME009SRC002,"A special CBI court today framed charges of murder and criminal conspiracy against Indrani Mukerjea, her husband Peter Mukerjea and former husband Sanjeev Khanna for the murder of Indrani's daughter Sheena Bora in 2012. 

All the accused were explained the charges framed against them. They pleaded not guilty to the charges and said they would face trial.

Judge H S Mahajan kept the matter for trial to begin on February 1.

All the three accused were charged under IPC sections 120(b) (criminal conspiracy), 364 (kidnapping), 302 (murder), 34 (acts done by several persons in furtherance of common intention), 203 (giving false information in respect of an offence) and 201 (causing disappearance of evidence).

Additionally, Indrani and Sanjeev were charged under IPC sections 307 (attempt to murder) and 120(B) (criminal conspiracy) for plotting to kill her son and Sheena's brother Mikhail Bora.

Mikhail had earlier alleged that Indrani had spiked his drink on the same day when Sheena was killed.

Besides, Indrani was also charged under IPC section 471 (using as genuine a forged document or electronic record).

Indrani, former media baron Peter and Sanjeev were present in the court today. They were sitting separately in the dock and were later seen chatting with their lawyers outside the court.

The CBI had on December 19 started arguments on framing of charges in the sensational Sheena Bora case, saying it was her relationship with Rahul, Peter's son from earlier marriage, that led to her murder.

Sheena was murdered on April 24, 2012, and her body was burnt and disposed of at a forest in Raigad district on the next day, according to the prosecution.

Indrani was arrested in connection with the case in August 2015.

Apart from Indrani, Peter, Sanjeev Khanna and her driver Shyamver Rai were also arrested in the case.

Rai had earlier turned approver in the case and disclosed to CBI how the crime was committed by the accused. 

The CBI had on December 19 last year started arguments on framing of charges in the sensational Sheena Bora case, saying it was her relationship with Rahul, Peter's son from earlier marriage, that led to her murder.

Special public prosecutors Bharat Badami and Kavita Patil had contended that the trouble started when the accused learnt that Rahul (Peter's son with first wife) and Sheena (Indrani's daughter from earlier relationship) were in a relationship.

""There was total and full support to Vidhie (daughter of Indrani and Khanna) and total disregard towards Sheena,"" Badami had argued.

He had also told Judge Mahajan that the I-T returns of Indrani between 2005-08 showed she gave more money to Vidhie than to Sheena.

The reason for the murder was property, he said, adding that CBI added a charge of forgery against the accused in connection with a suspicious sale of property in Delhi.

Indrani had a soft corner for Vidhie and was worried that if Rahul-Sheena marriage materialised, all Peter's property will go to Rahul, the prosecutor said.

Badami also said Peter was fully aware of the crime. He was Rahul's father, but he did not take any ""appreciable step"" over Rahul's concerns when Sheena went missing.

In one of her emails to Indrani, Sheena expressed her desire to marry Rahul and said she was happy and safe with him, the prosecutor said, adding ""it discloses true love and affection between them (Rahul and Sheena)"".

On her return to India on April 23, 2012, Indrani and others planned to kill both Sheena and her brother Mikhail and even decided the place for disposal of the bodies, but Mikhail luckily escaped, Badami said.

On the day of murder, after Rahul dropped Sheena at a place (in Mumbai) where Indrani was waiting for her, Indrani hugged her daughter. No previous instance where Indrani may have hugged Sheena came to light in the probe, he said.

Indrani purchased bottles of water, vodka and some sleep inducing medicines, which were given to Sheena. ""After Sheena became drowsy, Indrani killed her and said (to the co-accused) that 'Sheena got her 3BHK flat', he said.

Investigators had earlier said that Sheena had demanded a 3BHK flat from Indrani.
As to Peter's defence that he was not aware of the conspiracy, Badami said Indrani had had a talk with him (on phone). ""Never before the incident they had such a long chat, it was not ordinary call but she was reporting (about the murder) to Peter,"" Badami had earlier argued.
",CRIME
224,CRME009SRC003,"A special CBI court today framed charges of murder and criminal conspiracy against Indrani Mukerjea , her husband Peter Mukerjea and former husband Sanjeev Khanna for the murder of Indrani's daughter Sheena Bora in 2012. 

All the accused were explained the charges framed against them. They pleaded not guilty to the charges and said they would face trial. 

Judge H S Mahajan kept the matter for trial to begin on February 1. 

All the three accused were charged under IPC sections 120(b) (criminal conspiracy), 364 (kidnapping), 302 (murder), 34 (acts done by several persons in furtherance of common intention), 203 (giving false information in respect of an offence) and 201 (causing disappearance of evidence). 

Additionally, Indrani and Sanjeev were charged under IPC sections 307 (attempt to murder) and 120(B) (criminal conspiracy) for plotting to kill her son and Sheena's brother Mikhail Bora. 

Mikhail had earlier alleged that Indrani had spiked his drink on the same day when Sheena was killed. 

Besides, Indrani was also charged under IPC section 471 (using as genuine a forged document or electronic record). 

Indrani, former media baron Peter and Sanjeev were present in the court today. They were sitting separately in the dock and were later seen chatting with their lawyers outside the court. 

The CBI had on December 19 started arguments on framing of charges in the sensational Sheena Bora case, saying it was her relationship with Rahul, Peter's son from earlier marriage, that led to her murder. 

Sheena was murdered on April 24, 2012, and her body was burnt and disposed of at a forest in Raigad district on the next day, according to the prosecution. 

Indrani was arrested in connection with the case in August 2015. 

Apart from Indrani, Peter, Sanjeev Khanna and her driver Shyamver Rai were also arrested in the case. 

Rai had earlier turned approver in the case and disclosed to CBI how the crime was committed by the accused.  
",CRIME
225,CRME010SRC001,"Alarmed over Gauri Lankesh's death: Mamata KOLKATA Alarmed over Gauri Lankesh's death: Mamata IANS | September 05, 2017 (File) West Bengal Chief Minister Mamata Banerjee | Agencies 
West Bengal Chief Minister Mamata Banerjee on Tuesday expressed alarm over the killing of senior Kannada journalist and social activist Gauri Lankesh and demanded justice. 
""Saddened at the killing of journalist Gauri Lankesh in Bengaluru. Most unfortunate. Very alarming. We want justice,"" Banerjee tweeted. 
Lankesh was shot dead on Tuesday night by unidentified men at her residence in Bengaluru. 
He was the editor of the popular Kannda tabloid Lankesh Patrike . In November 2016, she was sentenced to six months in jail after a defamation case was filed against her for a report against BJP leaders. ",CRIME
226,CRME010SRC002,"Gauri Lankesh remembered as a gutsy journalist Our Bureau/Agencies 
She was a staunch opponent of right-wing outfits Bengaluru, September 5: Noted journalist Gauri Lankesh was shot dead outside her residence in south Bengaluru on Tuesday evening. According to eyewitnesses, three men on a motorcycle shot her at close range as she stood outside her house in Rajarajeshwari Nagar. Lankesh, 55, was the daughter of litterateur and filmmaker P Lankesh. Ideological differences She had ideological differences with right-wing outfits. The BJPâs Dharwad MP, Prahlad Joshi, and another party leader, Umesh Dushi, had filed defamation cases against her, objecting to a report against the partyâs leaders published by Lankesh in her periodical in January 2008. Lankesh was convicted in the case last year by a judicial magistrate first class court in Hubballi and sentenced to six monthsâ jail. She was, however, granted bail and allowed to appeal the verdict. She took over editorship of the popular publication Lankesh Patrike after her father passed away and later started her own publication, Gauri Lankesh Patrike . Lankesh is survived by her two siblings, Kavita and Indrajit, both of whom are popular filmmakers. Indrajit recently joined the BJP. Several people in media and public life took to Twitter to express shock at Lankeshâs killing. âAs a friend, colleague & admirer for decades shocked & shattered to hear of the murder of Gauri Lankesh, one of Indiaâs gutsiest journalists,â said Vir Sanghvi, an eminent media personality. Lawyer-activist Prashant Bhushan tweeted: âShocking & tragic! Brave journalist Gauri Lankesh who exposed the BJP has been shot dead in her home in Bangalore!â Karnataka police chief RK Dutta said Lankesh was shot dead by unidentified assailants at the entrance of her residence in Rajarajeshwari Nagar. She had not voiced apprehension about any threat to her life during a couple of meetings he had had with Lankesh, he added. Karnataka Home Minister Ramalinga Reddy condemned the incident, calling it unfortunate. (This article was published on September 5, 2017)",CRIME
227,CRME010SRC003,"Gauri Lankesh shot dead at her residence Gauri Lankesh shot dead at her residence Source : Last Updated: Tue, Sep 05, 2017 22:23 hrs 
Bengaluru: Gauri Lankesh, a senior journalist, has been shot dead here at her residence in Rajarajeshwari Nagar. 
The Bengaluru Police Commissioner has confirmed the tragedy. According to officials, unidentified men shot at the journalist's forehead three times from close range and she died instantaneously on the spot. The incident occurred around 8:30 PM. 
A fearless journalist, Gauri ran 'Lankesh Patrike', a Kannada tabloid. She was an independent and outspoken journalist who had been under attack from people who had ideological differences. Breaking news: Gauri Lankesh, journalist and a critic of Hindutva politics, has been shot dead in Bengaluru. Very disturbing. â Rajdeep Sardesai (@sardesairajdeep) September 5, 2017 Shocked & angry - after Dabholkar, Pansare, Kalburgi, journalist @gaurilankesh bravely writing against Sangh, shot dead in Bengaluru â Kavita Krishnan (@kavita_krishnan) September 5, 2017 BJP IT Cell head openly threatening journalists, including Lankesh who was shot dead today. https://t.co/VRkPQYyvGU ",CRIME
228,GOVE001SRC001,"India Ahead of Makar Sankranti, Mumbai police issues circular imposing total ban on plastic manjha Among all those who have welcomed this decision, bird lovers are the happiest, but they say that the ban should also be on manjha (thread) which is made of glass. 

Highlights Bikers have been killed after having their throats slit while driving. 2 Many times in the past several birds have got entangled in these manjhas. 3 Among all those who have welcomed this decision, bird lovers are the happiest. 
The Mumbai police on Thursday issued a circular stating that using plastic string (manjha) for kite-flying was totally banned and that action would be taken under the IPC against anyone doing so. A copy of the circular copy is available with India Today. 
Mumbaikars have welcomed this initiative by the police. Among all those who have welcomed this decision, bird lovers are the happiest, but they say that the ban should also be on manjha (thread) which is made of glass. Many manjhas are made of broken glasses. In the past, there have been many instances when several birds, crows and pigeons in particular, have got entangled in these manjhas (kite-flying threads). While most of these creatures die, others get so much badly injured that they never fully recover. 
And it is not just birds. Many bikers have been killed or seriously injured after having their throats slit while driving. Many in Mumbai avoid using bikes on the occasion of Makar Sankranti. 
HELPLINE NUMBERS ISSUED 
Several NGOs and bird lovers mention helpline numbers and actively ensure that there is no untoward incident during Makar Sankranti. As a precautionary measure, the Mumbai police this year has banned use of all forms of manjha -- one made of plastic or nylon Manja or made of other synthetic materials. 
During kite-flying festivals, people and birds get injured due to the pucca thread made out of plastic or similar such synthetic materials, commonly known as nylon manjha. In most cases, these injuries prove fatal. 
PLASTIC THREADS NON-BIODEGRADABLE 
Plastic threads also have a very long life. Being non-biodegradable in nature, they can cause serious damage to ecology and animals. After coming in contact with the soil, these manjhas cause problems such as blockages of sewers drainage lines and natural waterways such as river and streams. 
Interestingly, the Mumbai police seems to have comprehensively studied the perils manjhas are to one's safety before giving out the circular as is evident by its having listed all possible warnings. 
",GOVERNMENT
229,GOVE001SRC002,"After demands by People For Ethical Treatment of Animals (PETA) and other local activists, the city police issued a fresh order on Thursday, banning stocking, sale and use of all coated manjas. 

Local anti-manja activists claimed that after the National Green Tribunal (NGT) banned all types of manjas in December last year, they had submitted a copy of the order to the police authorities. ""Despite this, the police issued an order January 6 banning only nylon manja ,"" said city chief of People For Animals (PFA) Karishma Galani. 

Sources said that on Thursday, PETA India contacted the city police authorities citing the NGT judgement. By evening, a fresh and corrected order was issued by joint commissioner Santosh Rastogi, stating that only uncoated cotton thread are permitted for kite-flying. ""Action will now be taken against sale of all types of coated manja under relevant sections of Environment Protection Act, 1986,"" he told TOI. 

PETA India's government affairs liaison Nikunj Sharma pointed out that there's a penalty for failure to comply with the green court's order. ""As per section 26 of the NGT Act, 2010, failure to comply with any order or decision of the tribunal is punishable with imprisonment for a term that may extend to three years or with fine extending to Rs10 crore or with both."" 

Meanwhile, five-to-six offences have been registered at different police stations against the sale of nylon manja. At Tehsil police station, two FIRs were registered against traders who were caught selling nylon manja at Itwari. ""Till now, we have seized 25-30 reels of nylon manja. FIR has been filed under IPC section 188 and section 5 and 15 of the Environment Protection Act, 1986. The accused have been released on bail,"" an official said. 

On Thursday, Pachpaoli police arrested Nikhil Umredkar and Sunny Umredkar, who were selling nylon manja in Balabhaupeth. Ten reels worth Rs3,000 and two electronic manja spindle machines worth Rs4,000 were seized. Pratap Nagar police too, on Friday, filed an offence against Sanjay Golani, owner of Rohit Patang Centre. On raiding the shop, cops seized 12 reels of nylon manja worth Rs2,400.",GOVERNMENT
230,GOVE001SRC003,"The Supreme Court on Friday will hear a plea filed seeking a nationwide ban on the procurement, sale and use of glass powder-coated 'manja' and other dangerous kite strings.
In December last year, the National Green Tribunal (NGT) banned the sale and use of glass coated thread in the entire country, including Chinese manja until the next hearing on February 1, 2017.
The top court had earlier asked petitioners, who in a Public Interest Litigation (PIL) sought ban on 'manja' as it resulted in more than 50 deaths in the last two years, to approach the NGT with their plea.
Also admitting a petition filed by People for the Ethical Treatment of Animals (PETA) India, the NGT issued a notice to the Centre seeking response to petitioner's plea for nationwide ban on manjha.
 ",GOVERNMENT
